UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO
1011,01.2014.1011.0007,01.036501.14.84,01.085382.20.31,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança I",40156,5901,6721,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0018,01.078709.14.61,01.085385.20.20,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","UAI/TVR Casa Esperança I",40156,5902,6642,2020/11/01,2020/12/07,24897.54,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0021,01.096523.14.85,01.085386.20.92,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança II",40156,5903,6655,2020/11/01,2020/12/07,18183.53,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0028,01.132174.14.42,01.085387.20.55,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança VI",40156,5904,6644,2020/11/01,2020/12/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0033,01.132177.14.30,01.085389.20.80,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança IV",40156,5906,6645,2020/11/01,2020/12/07,18183.53,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0049,01.109641.15.76,01.085390.20.60,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança VII",40156,5907,6646,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0050,01.128259.15.70,01.085392.20.95,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança VIII",40156,5908,6647,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0052,01.145565.15.53,01.085393.20.58,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança IX",40156,5909,6710,2020/11/01,2020/12/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0053,01.145564.15.90,01.085395.20.83,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança XI",40156,5910,6752,2020/11/01,2020/12/07,15693.29,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0054,01.145567.15.89,01.085399.20.34,PSE-AC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Casa Esperança X",40156,5911,6654,2020/11/01,2020/12/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0019,01.105982.14.64,01.085400.20.11,PSE-AC,"Aporte extra COVID-19","Associação Árvore da Vida","Capela Casa de Acolhida",40156,5983,171,2020/11/01,2020/12/07,2122.36,23127-4,2021/02/23,4618,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0017,01.102.222.16.76,01.085408.20.23,PSE-AC,"Aporte extra COVID-19","Associação Casa Novella","Casa de Acolhida Ravaglia",40156,5912,6651,2020/11/01,2020/11/07,8546.6,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0029,01.049191.13.40,01.086198.20.18,PSE-AC,"Aporte extra COVID-19","Associação de Cegos Louis Braille","Lar das Cegas",40229,5650,6336,2020/11/01,2020/12/07,14262.98,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0026,01.054670.15.04,01.086200.20.68,PSE-AC,"Aporte extra COVID-19","Associação de Pais e Amigos de Pessoas Especiais - APAPE","APAPE I",40229,5651,6446,2020/11/01,2020/11/20,44000,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0024,01.047001.13.32,01.086206.20.44,PSE-AC,"Aporte extra COVID-19","Associação Fraternal Amigos do Menor AFAM","Casa Raio de Luz",40156,5913,6756,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0037,01.048633.15.01,01.086208.20.70,PSE-AC,"Aporte extra COVID-19","Associação Irmão Sol/AIS - Casa Copacabana","Casa Copacabana",40156,5918,6643,2020/11/01,2020/11/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0033,01.056701.13.45,01.086209.20.32,PSE-AC,"Aporte extra COVID-19","Associação Irmão Sol/AIS - Casa das Meninas","Casa das Meninas",40156,5915,6637,2020/11/01,2020/12/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0034,01.056427.13.03,01.086210.20.11,PSE-AC,"Aporte extra COVID-19","Associação Irmão Sol/AIS - Casa dos Irmãos","Casa dos Irmãos",40156,5916,6717,2020/11/01,2020/12/07,17651.12,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0034,01.050864.15.59,01.086212.20.47,PSE-AC,"Aporte extra COVID-19","Associação Irmão Sol/AIS - Casa dos Pequenos","Casa dos Pequenos",40156,5917,6718,2020/11/01,2020/12/07,18183.53,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0033,01.045502.15.19,01.086214.20.72,PSE-AC,"Aporte extra COVID-19","Associação Irmão Sol/AIS - Casa Tremedal","Casa Tremedal",40156,5914,6638,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0029,01.136653.14.47,01.086217.20.60,PSE-AC,"Aporte extra COVID-19","Associação Lucas Magalhães Karam","Casa Lucas",40156,5919,6751,2020/11/01,2020/12/07,2122.36,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0040,01.147828.14.50,01.086219.20.96,PSE-AC,"Aporte extra COVID-19","Associação Servindo e Protegendo/Projeto Samuel",,40156,5920,6656,2020/11/01,2020/12/07,18183.53,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0013,01.109449.16.70,01.086221.20.38,PSE-AC,"Aporte extra COVID-19","Caritas Brasileira Regional","República Maria Maria",40229,5653,6438,2020/11/01,2020/11/16,73249.32,22010-8,2020/12/17,30740,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0012,01.109436.16.28,01.086222.20.09,PSE-AC,"Aporte extra COVID-19","Cáritas Brasileira - Regional Minas Gerais","Abrigo Municipal Pompéia",40229,5655,6426,2020/11/01,2020/11/16,73248.2,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0014,01.109452.16.84,01.086224.20.26,PSE-AC,"Aporte extra COVID-19","Cáritas Brasileira - Regional Minas Gerais","Abrigo Municipal Granja de Freitas",40229,5656,6428,2020/11/01,2020/11/16,74374.43,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0028,01.148971.16.21,01.086227.20.14,PSE-AC,"Aporte extra COVID-19","Casa de Caridade Herdeiros de Jesus","Lar Esperança Francisca Paula de Jesus - Unidade III",40156,5923,6713,2020/11/01,2020/12/07,24897.54,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0026,01.048348.13.75,01.086228.20.87,PSE-AC,"Aporte extra COVID-19","Casa de Caridade Herdeiros de Jesus","Lar Esperança Francisca Paula de Jesus - Unidade I",40156,5922,6712,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0027,01.048356.13.01,01.086229.20.40,PSE-AC,"Aporte extra COVID-19","Casa de Caridade Herdeiros de Jesus","Lar Esperança Francisca Paula de Jesus - Unidade II",40156,5921,6714,2020/11/01,2020/12/07,17651.12,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0031,01.065728.15.54,01.086231.20.91,PSE-AC,"Aporte extra COVID-19","Casa dos Meninos",,40156,5924,6720,2020/11/01,2020/12/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2019.1011.0001,01.003725.19.50,01.086232.20.54,PSE-AC,"Aporte extra COVID-19","Casa dos Meninos",,40156,5925,6635,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0015,01.048642.15.94,01.086233.20.17,PSE-AC,"Aporte extra COVID-19","Colmeia - Centro de Educação e Profissão",,40156,5927,6641,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0052,01.088171.13.03,01.086235.20.42,PSE-AC,"Aporte extra COVID-19","Colmeia - Centro de Educação e Profissão",,40156,5926,6640,2020/11/01,2020/12/07,4876.56,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2012.1011.0010,01.183961.11.91,01.086349.20.00,PSE-AC,"Aporte extra COVID-19","Creche Nosso Lar",,40229,5657,6444,2020/11/01,2020/11/20,46325.76,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0076,01.156606.13.39,01.086353.20.79,PSE-AC,"Aporte extra COVID-19","Grupo da Fraternidade Espirita Irmã Scheilla","Lar Irmã Veneranda",40156,5982,172,2020/11/01,2020/12/07,9600.85,23127-4,2021/02/23,4618,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0020,01.108592.14.46,01.086357.20.20,PSE-AC,"Aporte extra COVID-19","Grupo de Desenvolvimento Comunitário - GDECOM/ Casa dos Anjos","Casa dos Anjos",40156,5943,6754,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0018,01.103444.16.33,01.086359.20.55,PSE-AC,"Aporte extra COVID-19","Instituto de Promoção Social e Humana Darcy Ribeiro","Albergue Tia Branca",40229,5658,6333,2020/11/01,2020/12/07,288790.58,22010-8,2020/12/29,32335,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2017.1011.0011,01.126581.17.54,01.086361.20.05,PSE-AC,"Aporte extra COVID-19","Instituto de Promoção Social e Humana Darcy Ribeiro","Abrigo Fábio Alves dos Santos",40229,5659,6335,2020/11/01,2020/12/07,53257.72,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2017.1011.0010,01.126568.17.96,01.086364.20.95,PSE-AC,"Aporte extra COVID-19","Instituto de Promoção Social e Humana Darcy Ribeiro","República Reviver",40229,5660,6334,2020/11/01,2020/12/07,51535.36,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2017.1011.0005,01.110568.17.47,01.086366.20.10,PSE-AC,"Aporte extra COVID-19","Instituto de Promoção Social e Humana Darcy Ribeiro","Anita Gomes",40229,5661,6369,2020/11/01,2020/12/07,166900,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1013.0018,01.163153.16.59,01.086370.20.98,PSE-AC,"Aporte extra COVID-19","Instituto de Promoção Social e Humana Darcy Ribeiro","Casa dos Bebês",40156,5928,6755,2020/11/01,2020/12/07,42343.08,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0029,01.161587.16.88,01.086405.20.70,PSE-AC,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Bola de Gude",40156,5931,6652,2020/11/01,2020/12/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0030,01.153570.16.20,01.086407.20.04,PSE-AC,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Aquarela",40156,5932,6653,2020/11/01,2020/12/07,17651.12,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0015,01.102165.16.34,01.086412.20.36,PSE-AC,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Tia Branca",40156,5929,6648,2020/11/01,2020/12/07,13735.48,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0016,01.102208.16.45,01.086414.20.61,PSE-AC,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Travessia/Casa Sírio Antunes",40156,5930,6650,2020/11/01,2020/12/07,25083.41,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0021,01.045601.15.09,01.086416.20.97,PSE-AC,"Aporte extra COVID-19","Lar da Fraternidade Irmão Fábio","Lar da Fraternidade Irmão Fábio",40156,5933,6633,2020/11/01,2020/11/07,8546.83,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0003,01.034210.16.22,01.086419.20.85,PSE-AC,"Aporte extra COVID-19","Lar dos Meninos Dom Orione","Lar Dom Orione",40229,5662,6445,2020/11/01,2020/11/23,44000,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0027,01.117207.14.24,01.086420.20.64,PSE-AC,"Aporte extra COVID-19","Núcleo Assistencial Caminhos para Jesus",PPD,40229,5663,6442,2020/11/01,2020/11/23,101966.88,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0036,01.054148.15.22,01.086422.20.90,PSE-AC,"Aporte extra COVID-19","Núcleo Assistencial Caminhos para Jesus",Abrigo/PcD,40156,5934,6719,2020/11/01,2020/12/07,14401.26,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2014.1011.0026,01.069065.14.20,01.086423.20.52,PSE-AC,"Aporte extra COVID-19","Núcleo de Composição de Parcerias em Projetos & Ações - O Proação","Mãos de Maria/Unidade II",40156,5935,6639,2020/11/01,2020/12/07,19608.94,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0018,01.057438.15.19,01.086426.20.40,PSE-AC,"Aporte extra COVID-19","Núcleo de Composição de Parcerias em Projetos & Ações - O Proação","Filhos de Nazaré/Unidade I",40156,5936,6649,2020/11/01,2020/12/07,18183.53,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2015.1011.0043,01.089948.15.55,01.086427.20.03,PSE-AC,"Aporte extra COVID-19","Projeto Social Batista Regular","Lar Batista",40156,5937,6634,2020/11/01,2020/11/07,15693.29,23127-4,2020/12/29,32323,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2013.1011.0050,01.082190.13.35,01.086430.20.18,PSE-AC,"Aporte extra COVID-19","Providens Ação Social Arquidiocesana","Pós Alta Hospitalar",40229,5664,6443,2020/11/01,2020/11/13,38419.56,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0005,01.079249.16.50,01.087229.20.85,PSB,"Aporte extra COVID-19","Grupo de Desenvolvimento Comunitário - GDECOM/ Casa dos Anjos","Programa Maior Cuidado",40156,5833,6448,2020/11/01,2020/12/11,496181.05,23127-4,2020/12/23,31908,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0017,01.102222.16.76,01.086201.20.20,PSE-AC,"Aporte extra COVID-19","Associação de Pais e Amigos de Pessoas Especiais - APAPE","Residência Inclusiva",40229,5652,6447,2020/11/01,2020/11/23,44000,22010-8,2020/12/22,31627,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2017.1011.0009,01.126673.17.70,01.087967.20.96,PSE-MC,"Aporte extra COVID-19","Cáritas Brasileira - Regional Minas Gerais","Centro Pop - Regional Centro-Sul",40129,5654,6424,2020/11/01,2020/11/16,110740,22010-8,2020/12/18,31199,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0019,01.110212.16.78,01.087964.20.06,PSE-MC,"Aporte extra COVID-19","Cáritas Brasileira - Regional Minas Gerais",,40129,5830,6763,2020/11/01,2020/12/07,53194.67,22010-8,2020/12/30,32528,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1006.0019,01.110212.16.78,01.087964.20.06,PSE-MC,"Aporte extra COVID-19","Cáritas Brasileira - Regional Minas Gerais",,40156,5831,6762,2020/11/01,2020/12/07,57545.33,23127-4,2020/12/30,32526,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1011.0002,01.023934.16.40,01.087955.20.07,PSE-MC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira","Creaspop Miguilim",40129,5956,6757,2020/11/01,2020/12/07,63646.79,22010-8,2020/12/30,32528,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
1011,01.2016.1011.0001,01.023939.16.64,01.087958.20.03,PSE-MC,"Aporte extra COVID-19","Agência Adventista de Desenvolvimento e Recursos Assistenciais Sudeste Brasileira",,40129,5829,6744,2020/11/01,2020/12/07,409151.53,22010-8,2020/12/30,32528,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMAS/BH Nº 020/2020"
Ministério da Saúde (MS)
, o Secretaria de Atenção à Saúde (SAS)
Estabelecimento de Saúde Departamento de Regulação, Avaliação e Controle de Sistemas (DRAC)
Coordenação-Geral de Sistemas de Informação (CGS1)

Cadastro Nacional de

CNES

 

 

Ficha de Estabelecimento Identificação Data: 14/05/2021
CNES: 0026808 Nome Fantasia: HOSPITAL EVANGELICO DE BELO HORIZONTE CNPJ: 17.214.743/0001-67
Nome Empresarial: ASSOCIACAO EVANGELICA BENEFICENTE DE Natureza jurídica: ENTIDADES SEM FINS LUCRATIVOS
Logradouro: DR ALIPIO GOULART Número: 25 Complemento: —
Bairro: SERRA Município: 310620 - BELO HORIZONTE UF:MG
CEP: 30220-330 Telefone: (31) 3273-3926 | Dependência: INDIVIDUAL Reg de Saúde: 3101
Tipo de Estabelecimento: HOSPITAL GERAL Subtipo: — Gestão: MUNICIPAL

Diretor Clínico/Gerente/Administrador: ANTONIO CLARET MORAIS
Cadastrado em: 12/03/2002 Atualização na base local: 30/04/2021 Última atualização Nacional: 06/05/2021
Horário de Funcionamento: SEMPRE ABERTO

Data desativação: — Motivo desativação: -

 

Esta é uma cópia impressa do documento oficial. As informações oficiais atualizadas estão disponíveis no site do CNES (http://cnes.datasus.gov.br). Pag. 1 de 1
Ministério da Saúde (MS)
, o Secretaria de Atenção à Saúde (SAS)
Estabelecimento de Saúde Departamento de Regulação, Avaliação e Controle de Sistemas (DRAC)
Coordenação-Geral de Sistemas de Informação (CGS1)

Cadastro Nacional de

CNES

 

Ficha de Estabelecimento Identificação Data: 14/05/2021

 

CNES: 2200422 Nome Fantasia: HOSPITAL MADRE TERESA CNPJ: 60.194.990/0008-44

Nome Empresarial: INSTITUTO DAS PEQUENAS MISSIONARIAS DE Natureza jurídica: ENTIDADES SEM FINS LUCRATIVOS
Logradouro: RAJA GABAGLIA Número: 1002 Complemento: —-

Bairro: GUTIERREZ Município: 310620 - BELO HORIZONTE UF:MG

CEP:30441-070 Telefone: 031 33398000 Dependência: MANTIDA Reg de Saúde: --

Tipo de Estabelecimento: HOSPITAL GERAL Subtipo: -- Gestão: MUNICIPAL

Diretor Clínico/Gerente/Administrador: SERGIO LAGES MURTA
Cadastrado em: 03/12/2002 Atualização na base local: 26/04/2021 Última atualização Nacional: 13/05/2021
Horário de Funcionamento: SEMPRE ABERTO

Data desativação: — Motivo desativação: -

 

Esta é uma cópia impressa do documento oficial. As informações oficiais atualizadas estão disponíveis no site do CNES (http://cnes.datasus.gov.br). Pag. 1 de 1
Ministério da Saúde (MS)
, o Secretaria de Atenção à Saúde (SAS)
Estabelecimento de Saúde Departamento de Regulação, Avaliação e Controle de Sistemas (DRAC)
Coordenação-Geral de Sistemas de Informação (CGS1)

Cadastro Nacional de

CNES

 

Ficha de Estabelecimento Identificação Data: 14/05/2021

 

CNES: 0027863 Nome Fantasia: HOSPITAL RISOLETA TOLENTINO NEVES CNPJ: 18.720.938/0001-41
Nome Empresarial: FUNDACAO DESENVOLVIMENTO DA PESQUISA Natureza jurídica: ENTIDADES SEM FINS LUCRATIVOS

Logradouro: RUA DAS GABIROBAS Número: 01 Complemento: —-

Bairro: BAIRRO LARANJEIRAS Município: 310620 - BELO HORIZONTE UF:MG

CEP:31744-012 Telefone: 34593200 Dependência: INDIVIDUAL Reg de Saúde: 002

Tipo de Estabelecimento: HOSPITAL GERAL Subtipo: -- Gestão: MUNICIPAL

Diretor Clínico/Gerente/Administrador: MONICA APARECIDA COSTA
Cadastrado em: 22/07/2002 Atualização na base local: 06/05/2021 Última atualização Nacional: 09/05/2021
Horário de Funcionamento: SEMPRE ABERTO

Data desativação: — Motivo desativação: -

 

Esta é uma cópia impressa do documento oficial. As informações oficiais atualizadas estão disponíveis no site do CNES (http://cnes.datasus.gov.br). Pag. 1 de 1
Ministério da Saúde (MS)
, o Secretaria de Atenção à Saúde (SAS)
Estabelecimento de Saúde Departamento de Regulação, Avaliação e Controle de Sistemas (DRAC)
