UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO,"METAS PACTUADAS/REPACTUADAS"
1013,01.2013.1011.0030,01.050987.13.37,01.034693.20.14,FMDCA,"Aporte extra COVID-19","Fundação Oásis","Abrigo/Abrigo Infantil Pro Criança",30.278,107,186,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2013.1011.0076,01.156606.13.39,01.034748.20.04,FMDCA,"Aporte extra COVID-19","Grupo da Fraternidade Espírita Irmã Scheilla",Abrigo,30.278,104,184,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2014.1011.0020,01.108592.14.46,01.034716.20.18,FMDCA,"Aporte extra COVID-19","Grupo de Desenvolvimento Comunitário","Casa dos Anjos",30.278,108,187,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2016.1013.0018,01.163153.16.59,01.034750.20.56,FMDCA,"Aporte extra COVID-19","Instituto de Promoção Social e Humana Darcy Ribeiro","Casa dos Bebês",30.278,120,199,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2016.1006.0015,01.102165.16.34,01.034756.20.32,FMDCA,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Tia Branca",30.278,109,188,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2016.1006.0016,01.102208.16.45,01.034751.20.19,FMDCA,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Travessia",30.278,110,189,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2016.1006.0027,01.162665.16.25,01.034757.20.03,FMDCA,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Nosso Lar",30.278,113,192,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2016.1006.0029,01.161587.16.88,01.034753.20.44,FMDCA,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Bola de Gude",30.278,112,191,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2016.1006.0030,01.153570.16.20,01.034755.20.70,FMDCA,"Aporte extra COVID-19","Instituto Jurídico para Efetivação da Cidadania e Saúde - Avante Social","Casa Aquarela",30.278,111,190,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2015.1011.0021,01.045601.15.09,01.034763.20.06,FMDCA,"Aporte extra COVID-19","Lar da Fraternidade Irmão Fábio",Abrigo,30.278,114,193,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2015.1011.0036,01.054148.15.22,01.034717.20.80,FMDCA,"Aporte extra COVID-19","Núcleo Assistencial Caminhos para Jesus",Abrigo/PcD,30.278,115,194,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2014.1011.0026,01.069065.14.20,01.034759.20.20,FMDCA,"Aporte extra COVID-19","Núcleo de Composição de Parcerias em Projetos & Ações - O Proação","Abrigo/Mãos de Maria",30.278,117,196,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2015.1011.0018,01.057438.15.19,01.034761.20.72,FMDCA,"Aporte extra COVID-19","Núcleo de Composição de Parcerias em Projetos & Ações - O Proação","Abrigo/Filhos de Nazaré",30.278,116,195,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2015.1011.0043,01.089948.15.55,01.034721.20.58,FMDCA,"Aporte extra COVID-19","Projeto Social Batista Regular","Abrigo 7 a 11 anos",30.278,118,197,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2016.1006.0023,01.052859.16.70,01.057430.20.74,FMDCA,"Aporte extra COVID-19","Providens Ação Social Arquidiocesana","Família Acolhedora",30.278,147,257,2020/07/01,2020/08/13,30000,71112-4,2020/08/18,19797,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1013,01.2015.1011.0038,01.081630.15.62,01.034760.20.00,FMDCA,"Aporte extra COVID-19","TJ Criança Abriga",Abrigo,30.278,119,198,2020/04/01,2020/04/01,30000,71112-4,2020/05/12,12138,REGULAR,"Repasse regulamentado pela RESOLUÇÃO CMDCA/BH Nº 183/2020","Disponibilização excepcional de recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH, para o apoio as organizações da sociedade civil com registro e inscrição de programa (s) de proteção e/ou socioeducativo (s) no CMDCA/BH, em conformidade com o disposto nos artigos 90 e 91 da Lei Federal nº 8.069/1990 - Estatuto da Criança e do Adolescente, objetivando ações suplementares e emergenciais para a garantia dos direitos das crianças e adolescentes na prevenção da contaminação pelo Coronavírus - COVID-19"
1018,01.2013.1011.0069,01.155780.13.09,01.031738.20.44,FUMID,"Aporte extra COVID-19","Abrigo Frei Otto",ILPI,30.278,35,76,2020/04/01,2020/04/03,60000,71105-1,2020/04/22,10818,REGULAR,"Repasse regulamento pela DELIBERAÇÃO CMI/BH Nº 03/2020","Visando a preservação da saúde e a prevenção da contaminação pelo Coronavírus, o Conselho Municipal do Idoso de Belo Horizonte – CMI/BH irá conceder apoio financeiro às Instituições de Longa Permanência de Idoso – ILPIs Filantrópicas de Belo Horizonte, no valor de R$3.000,00 (três mil reais) por idoso, para a aquisição de insumos e contratação de serviços necessários à preservação da saúde dos idosos residentes."
1018,01.2013.1011.0063,01.144314.13.26,01.031730.20.32,FUMID,"Aporte extra COVID-19","Asilo Nossa Senhora da Piedade",ILPI,30.278,36,82,2020/04/01,2020/04/01,117000,71105-1,2020/04/22,10818,REGULAR,"Repasse regulamento pela DELIBERAÇÃO CMI/BH Nº 03/2020","Visando a preservação da saúde e a prevenção da contaminação pelo Coronavírus, o Conselho Municipal do Idoso de Belo Horizonte – CMI/BH irá conceder apoio financeiro às Instituições de Longa Permanência de Idoso – ILPIs Filantrópicas de Belo Horizonte, no valor de R$3.000,00 (três mil reais) por idoso, para a aquisição de insumos e contratação de serviços necessários à preservação da saúde dos idosos residentes."
1018,01.2015.1011.0055,01.162277.15.45,01.031732.20.68,FUMID,"Aporte extra COVID-19","Associação Assistencial Amor Fraterno",ILPI,30.278,37,77,2020/04/01,2020/04/03,66000,71105-1,2020/04/22,10818,REGULAR,"Repasse regulamento pela DELIBERAÇÃO CMI/BH Nº 03/2020","Visando a preservação da saúde e a prevenção da contaminação pelo Coronavírus, o Conselho Municipal do Idoso de Belo Horizonte – CMI/BH irá conceder apoio financeiro às Instituições de Longa Permanência de Idoso – ILPIs Filantrópicas de Belo Horizonte, no valor de R$3.000,00 (três mil reais) por idoso, para a aquisição de insumos e contratação de serviços necessários à preservação da saúde dos idosos residentes."
1018,01.2013.1011.0068,01.155082.13.04,01.031733.20.20,FUMID,"Aporte extra COVID-19","Associação Cristã Feminina de Belo Horizonte",ILPI,30.278,38,79,2020/04/01,2020/04/01,60000,71105-1,2020/04/22,10818,REGULAR,"Repasse regulamento pela DELIBERAÇÃO CMI/BH Nº 03/2020","Visando a preservação da saúde e a prevenção da contaminação pelo Coronavírus, o Conselho Municipal do Idoso de Belo Horizonte – CMI/BH irá conceder apoio financeiro às Instituições de Longa Permanência de Idoso – ILPIs Filantrópicas de Belo Horizonte, no valor de R$3.000,00 (três mil reais) por idoso, para a aquisição de insumos e contratação de serviços necessários à preservação da saúde dos idosos residentes."
