Contratada,"Nº Processo","Tipo de contrato","Tipo de processo","Data do Ateste","Data do Pagamento","Nº Empenho","Tipo Rubrica",PTRES,"Nº Ordem Bancária",Justificativa,Tema,"IDN Nota Fiscal","Nº Nota Fiscal","Valor bruto da contratada","Valor líquido da contratada","Veículo / Fornecedor","Valor bruto do fornecedor","Valor líquido do fornecedor","Nome fantasia do veículo","Grupo / Editora",Meios,"Tipo da praça de veiculação","Praças de Veiculação"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003938/2019-48,Publicidade,Midia,2019/11/27,2019/12/19,2017NE800246,Institucional,107783,2019OB801341,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",317535,12947,4560,4455.96,"46.603.056/0001-31 / RADIO COMUNICACAO BRASIL LTDA",3840,3477.12,"RÁDIO DA CIDADE,APOLLO AM 1370 (EX- IGUATEMI AM 1370 )",CBS,Rádio,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003940/2019-17,Publicidade,Midia,2019/11/27,2019/12/19,2018NE800193,"Utilidade Pública",107784,2019OB801342,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS ",319099,13216,73553.72,71875.53,"15.712.529/0001-05 / YDIGITAL MEDIA BRASIL SERVICOS DE MARKETING LTDA.",61939.98,56086.65,"YDIGITAL - REDE DE APLICATIVOS",,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003943/2019-51,Publicidade,Produção,2019/11/29,2019/12/19,2019NE800085,Institucional,107783,2019OB801347,,"Brasil no exterior II - Pós-prorrogação contratual",319140,13221,7500,7500,"22.380.095/0001-59 / VAPT FILMES PRODUCOES EIRELI",7500,6791.25,,,"AUDIO E VIDEO - VERSÃO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003964/2019-76,Publicidade,Midia,2019/12/02,2019/12/19,2017NE800293,"Utilidade Pública",137046,2019OB801353,,"AVANÇAR - PARCERIAS",319587,13326,409.69,400.35,"75.928.929/0001-84 / RADIO EDUCADORA DE DOIS VIZINHOS LTDA",345,312.4,"EDUCADORA AM",,Rádio,Regional,"DOIS VIZINHOS - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003964/2019-76,Publicidade,Midia,2019/12/02,2019/12/19,2017NE800314,Institucional,107783,2019OB801353,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",319589,13328,1812.6,1771.24,"03.377.686/0001-22 / RADIO DIFUSORA MATOGROSSENSE LTDA",1526.4,1526.4,"DIFUSORA AM 1360",,Rádio,Regional,"CORUMBA - MS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003964/2019-76,Publicidade,Midia,2019/12/02,2019/12/19,2017NE800314,Institucional,107783,2019OB801353,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",319588,13327,964.44,942.44,"22.850.663/0001-38 / RADIO PLANALTO DE VILHENA LTDA",812.16,735.41,"PLANALTO AM",,Rádio,Regional,"VILHENA - RO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003965/2019-11,Publicidade,Midia,2019/12/02,2019/12/19,2018NE800193,"Utilidade Pública",107784,2019OB801354,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS ",313500,12339,2456.96,2400.9,"03.499.243/0001-04 / IBAZAR.COM ATIVIDADES DE INTERNET LTDA.",2069.03,1873.51,"MERCADO LIVRE",,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003965/2019-11,Publicidade,Midia,2019/12/02,2019/12/19,2018NE800190,Institucional,107783,2019OB801354,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",319592,13331,1123.53,1097.9,"11.457.256/0001-49 / RADIO DO GRANDE RIO LTDA",946.13,856.72,"GRANDE RIO AM",,Rádio,Regional,"PETROLINA - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003965/2019-11,Publicidade,Midia,2019/12/02,2019/12/19,2018NE800190,Institucional,107783,2019OB801354,,"Segurança Pública",317662,12971,116946.46,114278.24,"05.881.258/0007-53 / ELEMIDIA CONSULTORIA E SERVICOS DE MARKETING S.A.",98481.23,89174.75,"ELEMIDIA SAO PAULO",,"Mídia Exterior Digital",Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003965/2019-11,Publicidade,Produção,2019/12/02,2019/12/19,2018NE800190,Institucional,107783,2019OB801354,,"Segurança Pública",317661,12970,312.26,312.26,"14.058.823/0001-82 / COMUNE S/A.",312.26,282.75,,,"INTERNET - ADSERVER/RICH MEDIA",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003965/2019-11,Publicidade,Produção,2019/12/02,2019/12/19,2018NE800190,Institucional,107783,2019OB801354,,"Segurança Pública",317659,12968,842.04,842.04,"14.058.823/0001-82 / COMUNE S/A.",842.04,762.47,,,"INTERNET - ADSERVER/RICH MEDIA",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003965/2019-11,Publicidade,Midia,2019/12/02,2019/12/19,2018NE800190,Institucional,107783,2019OB801354,,"Segurança Pública",319419,13278,56606.95,55315.42,"22.605.990/0001-24 / TEADS BRASIL SOLUCOES EM PROPAGANDA E VIDEO LIMITADA",47669.03,43164.31,"TEADS SITES (REDE DE CONTEÚDO E VÍDEO)",,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003965/2019-11,Publicidade,Produção,2019/12/02,2019/12/19,2018NE800193,"Utilidade Pública",107784,2019OB801354,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS ",319144,13225,504.49,504.49,"06.990.546/0001-13 / SIZMEK PROPAGANDA DIGITAL DO BRASIL LTDA.",504.49,456.82,,,"INTERNET - ADSERVER/RICH MEDIA",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003966/2019-65,Publicidade,Midia,2019/12/02,2019/12/19,2018NE800222,"Utilidade Pública",109259,2019OB801355,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II",319543,13310,2979.49,2911.51,"25.158.857/0005-99 / JCDECAUX OUTDOOR LTDA.",2509.05,2271.94,"JCDECAUX (CURITIBA GRANDES FORMATOS )",JCDECAUX,"Mídia Exterior",Regional,"CURITIBA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003967/2019-18,Publicidade,Midia,2019/12/02,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801356,,"Censo Experimental 2019",319546,13313,513.76,502.05,"17.399.938/0001-29 / IN LOCO TECNOLOGIA DA INFORMACAO S.A.",432.67,391.78,"IN LOCO - REDE DE APLICATIVOS",,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003970/2019-23,Publicidade,Produção,2019/12/02,2019/12/19,2019NE800085,Institucional,107783,2019OB801357,,"Brasil no exterior II - Pós-prorrogação contratual",318652,13155,5200,5200,"34.301.817/0001-11 / R M PRODUCOES EIRELI",5200,5200,,,"AUDIO E VIDEO - REDUCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004006/2019-12,Publicidade,Midia,2019/12/05,2019/12/19,2017NE800246,Institucional,107783,2019OB801362,,AVANÇAR,319582,13321,1036.35,1012.71,"04.832.721/0001-19 / TELEVISAO LIBERAL SA",872.71,790.24,"Liberal AM/FM",ORM,Rádio,Regional,"BELEM - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004006/2019-12,Publicidade,Midia,2019/12/05,2019/12/19,2017NE800246,Institucional,107783,2019OB801362,,AVANÇAR,319584,13323,1730.52,1691.04,"04.832.721/0001-19 / TELEVISAO LIBERAL SA",1457.28,1319.57,"LIBERAL FM - BELEM",ORM,Rádio,Regional,"BELEM - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004008/2019-10,Publicidade,Midia,2019/12/06,2019/12/19,2017NE800246,Institucional,107783,2019OB801370,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",319579,13318,516.21,504.43,"21.773.403/0001-43 / RADIO SOCIEDADE GORUTUBANA LTDA",434.7,434.7,"GORUTUBANA AM",,Rádio,Regional,"JANAUBA - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004008/2019-10,Publicidade,Midia,2019/12/06,2019/12/19,2017NE800246,Institucional,107783,2019OB801370,,"Campanha de Fim de Ano",319586,13325,1359.45,1328.44,"08.569.325/0001-00 / RADIO JORNAL O DIARIO LTDA",1144.8,1144.8,"DIARIO FM",,Rádio,Regional,"CAMPOS DOS GOYTACAZES - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004008/2019-10,Publicidade,Midia,2019/12/06,2019/12/19,2017NE800246,Institucional,107783,2019OB801370,,"Campanha de Fim de Ano",319585,13324,677.35,661.89,"06.339.501/0001-83 / RADIO TV DO MARANHAO LTDA",570.4,516.5,"JOVEM PAN NEWS - SAO LUIS (EX -SAO LUIS AM)","JOVEM PAM",Rádio,Regional,"SAO LUIS - MA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004008/2019-10,Publicidade,Midia,2019/12/06,2019/12/19,2017NE800246,Institucional,107783,2019OB801370,,"Mobilidade Urbana - Pará/Belém",319583,13322,4651.2,4545.08,"04.760.104/0001-55 / RADIO CIDADE MORENA FM LIMITADA",3916.8,3546.66,"JOVEM PAN FM BELÉM","JOVEM PAM",Rádio,Regional,"BELEM - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004008/2019-10,Publicidade,Midia,2019/12/06,2019/12/19,2017NE800246,Institucional,107783,2019OB801370,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",319581,13320,945.33,923.76,"80.383.862/0001-80 / RADIO CULTURA SUL FM LTDA",796.07,796.07,"CULTURA SUL FM",,Rádio,Regional,"SAO MATEUS DO SUL - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004008/2019-10,Publicidade,Midia,2019/12/06,2019/12/19,2017NE800246,Institucional,107783,2019OB801370,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",319580,13319,1055.24,1031.16,"10.624.930/0001-70 / RADIO CULTURA DOS PALMARES LTDA",888.62,888.62,"CULTURA PALMARES AM,CULTURA DOS PALMARES",,Rádio,Regional,"PALMARES - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004009/2019-56,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800222,"Utilidade Pública",109259,2019OB801371,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II",318239,13053,56995.59,55695.2,"60.628.922/0001-70 / RADIO PANAMERICANA S A",47996.3,43460.65,"JOVEM PAN FM","JOVEM PAM",Rádio,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004010/2019-81,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800190,Institucional,107783,2019OB801372,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",318663,13161,454.48,444.11,"04.935.320/0002-75 / MORIA FM LTDA",382.72,346.55,"KAIRÓS FM 88,9",,Rádio,Regional,"TERRA BOA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004010/2019-81,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800190,Institucional,107783,2019OB801372,,"Segurança Pública",319595,13334,1308.71,1278.85,"03.520.902/0001-47 / AGENCIA BRASIL CENTRAL",1102.08,997.93,"RBC FM",,Rádio,Regional,"GOIANIA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004010/2019-81,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800190,Institucional,107783,2019OB801372,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",319594,13333,840.83,821.64,"12.820.635/0001-14 / G M BARBOSA EMPREENDIMENTOS LTDA",708.07,641.16,"INTEGRAÇÃO FM",,Rádio,Regional,"SURUBIM - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004010/2019-81,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800190,Institucional,107783,2019OB801372,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",319593,13332,991.32,968.7,"50.319.771/0001-14 / RADIO LITORAL NORTE LTDA",834.8,834.8,"RÁDIO ÚNICA GOSPEL FM",,Rádio,Regional,"RINCAO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004010/2019-81,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800190,Institucional,107783,2019OB801372,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",319591,13330,1609.92,1573.19,"02.921.377/0001-09 / RADIO TROPICAL AM LTDA",1355.72,1355.72,"SUPRA FM 90,9",,Rádio,Regional,"LUZIANIA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004010/2019-81,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800190,Institucional,107783,2019OB801372,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",318243,13057,495.29,483.99,"16.359.515/0001-12 / PAIAIA COMUNICACAO LTDA",417.09,377.67,"PAIAIA FM",,Rádio,Regional,"SAUDE - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004010/2019-81,Publicidade,Midia,2019/12/06,2019/12/19,2018NE800190,Institucional,107783,2019OB801372,,"Segurança Pública",318063,13020,62579.13,61151.33,"04.120.645/0001-19 / VIX MIDIA DIGITAL LTDA",52698.22,47718.24,VIX,,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004011/2019-25,Publicidade,Produção,2019/12/05,2019/12/19,2019NE800085,Institucional,107783,2019OB801363,,"Brasil no exterior II - Pós-prorrogação contratual",318651,13154,4800,4800,"34.301.817/0001-11 / R M PRODUCOES EIRELI",4800,4800,,,"AUDIO E VIDEO - REDUCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004011/2019-25,Publicidade,Produção,2019/12/05,2019/12/19,2019NE800085,Institucional,107783,2019OB801363,,"Brasil no exterior II - Pós-prorrogação contratual",319540,13307,3500,3500,"15.871.177/0001-30 / PICTURE HOUSE PRODUCOES EIRELI",3500,3169.25,,,"IMAGEM - LOCACAO DE FOTO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004017/2019-01,Publicidade,Produção,2019/12/05,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801366,,"Censo Experimental 2019",318647,13150,4466.26,4466.26,"14.520.791/0001-95 / HEAD PRODUCAO DE FILMES, VIDEOS E FOTOS EIRELI",4466.26,3820.89,,,"AUDIO E VIDEO - TAXA ANCINE",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004028/2019-82,Publicidade,Midia,2019/12/06,2019/12/19,2017NE800293,"Utilidade Pública",137046,2019OB801381,,"AVANÇAR - PARCERIAS",319542,13309,980.58,958.21,"29.076.973/0001-96 / EMPRESA ITAPERUNENSE DE COMUNICACOES LTDA",825.75,825.75,"102 FM",,Rádio,Regional,"ITAPERUNA - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004047/2019-17,Publicidade,Midia,2019/12/11,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801387,,"Censo Experimental 2019",319890,13445,1796.07,1755.09,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",1512.48,1512.48,"NOVO TEMPO FM 97,5 - POCOS DE CALDAS/MG",,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004047/2019-17,Publicidade,Midia,2019/12/11,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801387,,"Censo Experimental 2019",319892,13447,615.6,601.55,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",518.4,518.4,"NOVO TEMPO FM 97,5 - POCOS DE CALDAS/MG",,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004047/2019-17,Publicidade,Midia,2019/12/11,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801387,,"Censo Experimental 2019",319891,13446,718.2,701.81,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",604.8,604.8,"NOVO TEMPO FM 97,5 - POCOS DE CALDAS/MG",,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004049/2019-06,Publicidade,Produção,2019/12/11,2019/12/19,2019NE800002,Institucional,107783,2019OB801388,,"Programa de Parceiras de Investimentos (PPI) ",319800,13415,192.51,191.56,"13.845.636/0001-86 / MAIS SOLUCOES GRAFICAS EIRELI",186,164.7,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004049/2019-06,Publicidade,Produção,2019/12/11,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801388,,"Censo Experimental 2019",319805,13420,4466.26,4466.26,"14.520.791/0001-95 / HEAD PRODUCAO DE FILMES, VIDEOS E FOTOS EIRELI",4466.26,3820.89,,,"AUDIO E VIDEO - TAXA ANCINE",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004050/2019-22,Publicidade,Produção,2019/12/11,2019/12/19,2019NE800002,Institucional,107783,2019OB801389,,"MATERIAIS INSTITUCIONAIS 2019",319801,13416,1449,1441.92,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1400,1400,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004050/2019-22,Publicidade,Produção,2019/12/11,2019/12/19,2019NE800002,Institucional,107783,2019OB801389,,"MATERIAIS INSTITUCIONAIS 2019",319804,13419,1075.88,1070.62,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1039.5,1039.5,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004050/2019-22,Publicidade,Produção,2019/12/11,2019/12/19,2019NE800002,Institucional,107783,2019OB801389,,"MATERIAIS INSTITUCIONAIS 2019",319803,13418,978.08,973.3,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",945,945,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004050/2019-22,Publicidade,Produção,2019/12/11,2019/12/19,2019NE800002,Institucional,107783,2019OB801389,,"MATERIAIS INSTITUCIONAIS 2019",319802,13417,1593.9,1586.11,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1540,1540,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004051/2019-77,Publicidade,Midia,2019/12/11,2019/12/19,2018NE800222,"Utilidade Pública",109259,2019OB801390,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II",309241,11475,6554.88,6405.33,"25.158.857/0004-08 / JCDECAUX OUTDOOR LTDA.",5519.92,4998.29,"JCDECAUX (PORTO ALEGRE GRANDES FORMATOS)",JCDECAUX,"Mídia Exterior",Regional,"PORTO ALEGRE - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004051/2019-77,Publicidade,Produção,2019/12/11,2019/12/19,2018NE800190,Institucional,107783,2019OB801390,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",319799,13414,352,352,"33.458.423/0001-09 / MULTCOR ARTES GRAFICAS EIRELI",352,352,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004051/2019-77,Publicidade,Produção,2019/12/11,2019/12/19,2018NE800190,Institucional,107783,2019OB801390,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308749,11275,350,350,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",350,350,,,"INTERNET - ADAPTACAO / ADAPTACAO DE TEXTO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004051/2019-77,Publicidade,Produção,2019/12/11,2019/12/19,2018NE800190,Institucional,107783,2019OB801390,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308747,11273,350,350,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",350,350,,,"INTERNET - ADAPTACAO / ADAPTACAO DE TEXTO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004083/2019-72,Publicidade,Produção,2019/12/13,2019/12/19,2019NE800085,Institucional,107783,2019OB801408,,"Brasil no exterior II - Pós-prorrogação contratual",319879,13434,1229.95,1229.95,"23.831.065/0001-84 / SPACE TECNOLOGIA E INTELIGENCIA LTDA",1229.95,1229.95,,,"INTERNET - ADSERVER/RICH MEDIA",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004083/2019-72,Publicidade,Midia,2019/12/13,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801408,,"Censo Experimental 2019",320251,13490,2018.94,1972.88,"60.303.914/0001-53 / PLANALTO - FM STEREO SOM S.A.",1700.16,1539.49,"NATIVA FM - POÇOS DE CALDAS/MG",BAND,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004083/2019-72,Publicidade,Midia,2019/12/13,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801408,,"Censo Experimental 2019",320247,13479,480.7,469.74,"60.303.914/0001-53 / PLANALTO - FM STEREO SOM S.A.",404.82,366.56,"NATIVA FM - POÇOS DE CALDAS/MG",BAND,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004083/2019-72,Publicidade,Produção,2019/12/13,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801408,,"Censo Experimental 2019",320119,13463,375,375,"27.865.757/0001-02 / GLOBO COMUNICACAO E PARTICIPACOES S/A",375,339.56,,,"AUDIO E VIDEO - ENVIO VIA LINK",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004084/2019-17,Publicidade,Midia,2019/12/13,2019/12/19,2018NE800219,"Utilidade Pública",109684,2019OB801395,,"Programa Nacional de Imunização - PNI",320240,13480,2872.8,2807.25,"04.373.189/0001-19 / RADIO TV TROPICAL LTDA",2419.2,2419.2,"RADIO CIDADE",,Rádio,Regional,"MANAUS - AM"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004084/2019-17,Publicidade,Midia,2019/12/13,2019/12/19,2018NE800190,Institucional,107783,2019OB801395,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",320242,13482,245.12,239.52,"88.895.768/0001-11 / RADIO SOCIEDADE CERRO AZUL LTDA",206.42,186.91,"CERRO AZUL AM",,Rádio,Regional,"CERRO LARGO - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004099/2019-85,Publicidade,Midia,2019/12/13,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801403,,"Censo Experimental 2019",320245,13485,580.38,567.14,"60.303.914/0001-53 / PLANALTO - FM STEREO SOM S.A.",488.74,442.55,"NATIVA FM - POÇOS DE CALDAS/MG",BAND,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004099/2019-85,Publicidade,Midia,2019/12/13,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801403,,"Censo Experimental 2019",320250,13489,513,501.3,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",432,432,"NOVO TEMPO FM 97,5 - POCOS DE CALDAS/MG",,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004099/2019-85,Publicidade,Midia,2019/12/13,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801403,,"Censo Experimental 2019",320249,13488,513,501.3,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",432,432,"NOVO TEMPO FM 97,5 - POCOS DE CALDAS/MG",,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004099/2019-85,Publicidade,Midia,2019/12/13,2019/12/19,2019NE800124,"Utilidade Pública",159685,2019OB801403,,"Censo Experimental 2019",320248,13487,513,501.3,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",432,432,"NOVO TEMPO FM 97,5 - POCOS DE CALDAS/MG",,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004103/2019-13,Publicidade,Midia,2019/12/13,2019/12/19,2018NE800005,"Utilidade Pública",107784,2019OB801401,,"Campanha Queimadas",320239,13478,453.49,443.14,"03.679.180/0001-78 / RADIO CAMPOS BELOS LTDA",381.89,381.89,"CAMPOS BELOS AM",,Rádio,Regional,"CAMPOS BELOS - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.004103/2019-13,Publicidade,Produção,2019/12/13,2019/12/19,2018NE800002,Institucional,107783,2019OB801401,,"Campanha 2 anos de Governo ",320344,13537,3974.66,3974.66,"06.990.546/0001-13 / SIZMEK PROPAGANDA DIGITAL DO BRASIL LTDA.",3974.66,3599.05,,,"INTERNET - ADSERVER/RICH MEDIA",,
